,cor_name,title,label
37,넥스트칩,"넥스트칩 공모주 일반청약 경쟁률 1700대 1도 넘어, 증거금 7조 몰려",neutral
38,넥스트칩,"[마켓인]넥스트칩, 청약 경쟁률 3455대 1…증거금 7조 몰려",neutral
39,넥스트칩,'물적분할 후 상장' 넥스트칩 IPO도 흥행···쪼개기 꼼수 논란은 '꼬리표',neutral
40,넥스트칩,"넥스트칩, 일반청약 첫날 증거금 3069억... 수요예측·경쟁률은?",neutral
41,넥스트칩,몸값 낮추고 물량 다이어트까지...예비 상장사들 '투심 잡기' 총력,neutral
42,넥스트칩,미래모빌리티·자율주행차 기술 논의의 장 마련,neutral
43,범한퓨얼셀,‘수소 연료전지’ 내세운 IPO 기대주 범한퓨얼셀...기관 투심 몰릴까,negative
44,범한퓨얼셀,[초대석] 정영식 범한퓨얼셀 대표이사,neutral
45,범한퓨얼셀,"범한퓨얼셀, 잠수함용 연료전지에 IPO 기대감",positive
46,범한퓨얼셀,범한퓨얼셀 '높은 이익률·안정적 매출' 강점...수소연료전지로 IPO 한파 뚫는...,positive
47,범한퓨얼셀,잠수함 연료전지 범한퓨얼셀...IPO 희망공모가 3.2만~4만원,neutral
48,범한퓨얼셀,"[장외시황] 범한퓨얼셀-비플라이소프트, 3일까지 수요예측 진행",neutral
49,범한퓨얼셀,[주린이의 공모주] 수소·차량용 반도체·AI…6월 IPO 투자자 선택은?,neutral
50,범한퓨얼셀,증시 불안 속 분전하는 ‘코스닥 IPO’…이달 7건 출격 준비,neutral
51,범한퓨얼셀,"[IPO출사표]비플라이소프트 ""글로벌 미디어 플랫폼 기업 도약""",positive
52,범한퓨얼셀,"경남TP, 예비수소기업을 수소전문기업으로 탈바꿈시킨다.",neutral
53,범한퓨얼셀,"'수소연료전기 개발' 범한퓨얼셀, 공모주 청약 진행",neutral
54,범한퓨얼셀,범한퓨얼셀 8~9일 공모주 청약 시작...공모가·상장일·수요예측 결과는?,neutral
55,범한퓨얼셀,'751대 1' 범한퓨얼셀 공모주 청약 스타트,neutral
56,범한퓨얼셀,'수요예측 751대1' 범한퓨얼셀… 8~9일 일반 청약 진행,neutral
57,범한퓨얼셀,"‘소부장’, IPO 한파 뚫었다…범한퓨얼셀, 수요예측 성공",positive
58,범한퓨얼셀,IPO 침체에도 '소부장'은 통한다…6월도 '옥석가리기',positive
59,범한퓨얼셀,"범한퓨얼셀, 공모가 4만원 확정",neutral
62,범한퓨얼셀,"[마켓인]비플라이소프트, 수요예측 저조…공모가 40% 하향",negative
63,대명에너지,"[시그널] '품절주' 전략 통했나…대명에너지, 수요예측 선방",positive
64,대명에너지,"다음주 공모주 대명에너지, 기업공개 '재도전' 포바이포 흥행 이어받을까",neutral
65,대명에너지,[경제포커스] 냉랭해진 공모시장…대어 쏟아지는 하반기는 다를까,negative
66,대명에너지,[4월30일자] 비즈니스포스트 아침의 주요기사,neutral
67,포바이포,"초고화질 영상 콘텐츠 전문기업 포바이포, 이달 코스닥 입성",neutral
70,포바이포,IPO '비수기'에 수요예측 돌입하는 원스토어 등 3사…반전 신호탄 될까,neutral
71,포바이포,IPO 24%나 급감...수요예측 규제 개시까지 시장 위축,negative
72,포바이포,"[장외시황] 포바이보, 상장 위한 수요예측 시작...루닛 –0.57% 하락",negative
73,포바이포,한 풀 꺾인 IPO 시장…다시 뜨는 '스팩' 투자,neutral
74,포바이포,"[UCL REVIEW] '피르미누 멀티골' 리버풀, 합계 6-4 벤피카 꺾고 4강행…비야레...",neutral
75,포바이포,"금천구의사회, 제1차 상임이사회 개최",neutral
76,포바이포,"이뉴어바이오, 프리미엄 피쉬콜라겐 출시",neutral
77,포바이포,IPO 시장 다시 불붙나…포바이포에 14조 몰렸다,neutral
78,포바이포,"포바이포 공모주 일반청약 경쟁률 3763대1, 증거금 14조 몰려",neutral
79,포바이포,"[증권소식] KB자산운용, 현대차·롯데와 전기차 초고속 충전소 구축협약/포바...",neutral
80,포바이포,"포바이포, 청약 경쟁률 3763대1… 올해 IPO 중 최대 경쟁률",positive
81,포바이포,"""대체 무슨 기업?"" 포바이포, 올해 최고 경쟁률에 증거금 14조억원",neutral
82,포바이포,"포바이포, 일반청약 올해 최고기록... 수요예측 경쟁률·공모가·상장일은?",positive
83,포바이포,"포바이포, 공모가 희망밴드 보다 높은 1만7000원 상단 확정",positive
84,포바이포,"포바이포, 청약 경쟁률 3,763대1...올해 IPO 중 역대 최대 경쟁률 기록",positive
85,포바이포,"공모 철회했던 보로노이, 5월 중 증시 입성 재시동",neutral
86,포바이포,"[더벨]아이젠PE, 서울 청과물 도매법인 '서부청과' 인수",neutral
87,위니아에이드,"위니아에이드, 이달 코스닥 상장…""글로벌 원스톱 플랫폼 도약""",positive
88,위니아에이드,“유망업종 공모주 온다” 레이저쎌·위니아에이드 수요예측에 기관 투심 ‘들...,negative
89,위니아에이드,"[장외시황] 레이저쎌ㆍ위니아에이드, 10일까지 수요예측…싸이버로지텍 52주 ...",neutral
90,위니아에이드,"[톡톡IPO] ""국내에서 세계로… 2025년 매출 1조 달성""",positive
91,위니아에이드,"[IPO 간담회] 위니아에이드 ""코스닥 상장…글로벌 원스톱 플랫폼 기업 도약""",neutral
92,위니아에이드,"[금일 증권업계 주요이슈]""라임·옵티머스 재조사 가능성에"" 금투업계 긴장감...",negative
93,위니아에이드,[특징주] 삼성전기·테슬라 계약 소식에 캠시스 '급등'…무상증자 권리락 종목...,negative
97,가온칩스,"원스토어, 가온칩스 등 4곳 다음주 일반청약",neutral
100,가온칩스,다음 주 어떤 공모주 청약해 볼까,neutral
101,가온칩스,"시장위축에 SK쉴더스 좌초, 5월 공모주 시장 괜찮을까",neutral
103,가온칩스,MSCI 정기변경 임박…대규모 자금 어디로 가나,neutral
104,가온칩스,'大魚' 원스토어 등 4개社 일반 청약,neutral
105,레이저쎌,"레이저쎌, 공모가 1만6000원 확정…14~15일 청약",neutral
106,레이저쎌,"'유니콘 특례 1호' 보로노이, 공모가 4만원 확정…14일부터 청약 접수",neutral
107,레이저쎌,범한퓨얼셀·레이저쎌 출격...유망업종 '긴급수혈'로 IPO 열기 꿈틀,positive
108,레이저쎌,"[증권소식] KB자산운용, KBSTAR 국채선물3년 ETF 상장/레이저쎌·위니아에이드...",neutral
112,레이저쎌,증권사도 코로나 엔데믹... 3년만에 오프라인 세미나 재개,neutral
116,범한퓨얼셀,'수소 테마' 범한퓨얼셀·'미디어 빅데이터' 비플라이소프트 일반청약,neutral
117,범한퓨얼셀,"이번주 공모주 청약, 범한퓨얼셀·비플라이소프트 2개사",neutral
120,대명에너지,"대명에너지, 몸값 낮추고 IPO 재도전… 오늘 일반청약 진행",negative
122,대명에너지,"[주린이의 공모주] ""신재생에너지 확대 수혜""…대명에너지, 몸값 낮춰 투자자...",negative
123,대명에너지,"[장외시황] 대명에너지, 공모주 청약 진행…에이엘티 1.20% 상승",negative
124,대명에너지,"대명에너지에 쏟아지는 '눈길'... ""기업 성장 잠재력 충분 따상 기대""",positive
125,대명에너지,"대명에너지, 기관 공모가 1만5000원 확정돼…경쟁률 254.7대 1 기록",neutral
126,대명에너지,SK쉴더스 열기 식은 공모시장 불 지필까,neutral
127,대명에너지,"5월 IPO시장, 흥행 향방 '오리무중'",neutral
130,가온칩스,IPO 큰 장 서는데…고평가 논란·규제로 '가시밭길' 예고,negative
131,레이저쎌,“유망업종 공모주 온다” 레이저쎌·위니아에이드 수요예측에 기관 투심 ‘들...,positive
132,레이저쎌,"레이처쎌 ""글로벌 유일 면-레이저 솔루션 플랫폼 될 것""…이달 상장",neutral
133,레이저쎌,최재준 레이저쎌 대표 “코스닥 상장 통해 글로벌 ‘면-레이저’ 토털 솔루션...,neutral
134,레이저쎌,"레이저쎌, IPO 앞두고 기자간담회 개최…""글로벌 유일 '면-레이저' 토털 솔루...",neutral
135,레이저쎌,"레이저쎌, ""글로벌 유일 면-레이저 기업 도약할 것""...IPO 기자간담회",positive
136,레이저쎌,[IPO 간담회] 세계 최초 면-레이저 기술 '레이저쎌',neutral
137,레이저쎌,"[톡톡IPO] ""글로벌 최고의 면-레이저 토털 솔루션 플랫폼 되겠다""",neutral
138,레이저쎌,"[장외시황] 레이저쎌ㆍ위니아에이드, 10일까지 수요예측…싸이버로지텍 52주 ...",neutral
139,레이저쎌,IPO한파에도…尹 드라이브에 '반도체 비상장주' 꿈틀,positive
140,레이저쎌,[특징주] 삼성전기·테슬라 계약 소식에 캠시스 '급등'…무상증자 권리락 종목...,negative
141,가온칩스,"가온칩스, 공모가 상단 초과 1만4000원…수요예측 경쟁률 1847.12대 1",positive
142,가온칩스,"SK쉴더스 빠진 공모주 시장, 가온칩스 포함 4곳 청약 나서 모처럼 북적",neutral
143,가온칩스,"[증권소식] 에디슨EV ""파산 선고 가능성 희박""/가온칩스, 공모가 1만4000원 확...",neutral
144,가온칩스,"[금일 증권업계 주요기사]""수소법 통과 기대감에"" 효성첨단소재 등 수소株 '고...",positive
145,가온칩스,(영상)잇단 IPO 철회에 청약 참패까지...공모주 매력 떨어졌나,negative
146,가온칩스,"[위클리 마켓] 원스토어·태림페이퍼, IPO 수요예측 돌입",neutral
147,가온칩스,"SK쉴더스 상장철회… 바보야, 빅스텝이 아니라 '공모가'야! [사자경제]",neutral
148,가온칩스,'빅스텝' 직격탄에 상장 접은 SK쉴더스…SK스퀘어 IPO 전략 영향 받나,neutral
149,가온칩스,[스타트업을 흔드는 사람들] ⑦유승운 스톤브릿지 대표 “플랫폼에서 헬스케어...,neutral
150,가온칩스,5월 공모주 시장 활짝...도전장 던진 6개사,neutral
151,에이치피에스피,"이번주 눈여겨볼 공모주는? 루닛 수요예측, 영창케미칼·HPSP 청약",neutral
155,에이치피에스피,"영창케미칼·HPSP, 일반 청약 받는다",neutral
156,에이치피에스피,"'소재·부품·장비' 공모, 7월에도 흥행 이어가나…IPO 10건 출격 준비",positive
157,에이치피에스피,먹구름 자욱한 증시…삼성전자 '6만전자' 멀어지나,negative
158,대명에너지,"[장외시황] 오에스피, 코스닥 상장예비심사 청구…현대오일뱅크 0.40% 상승",negative
159,위니아에이드,"위니아에이드, 코스닥 도전… ""글로벌 원스톱 플랫폼될 것""",neutral
160,위니아에이드,"[IPO] 위니아에이드, 이달 상장...""원스톱 플랫폼 기업 도약""",neutral
161,위니아에이드,"위니아에이드, 코스닥 상장.. ""유통·물류·케어 플랫폼 시너지""",positive
162,위니아에이드,"다음주 공모주시장, 범한퓨얼셀 청담글로벌 기세 이을 '알짜'는",neutral
163,위니아에이드,얼어붙는 IPO 시장…하반기 '대어'들에 쏠린 눈,negative
164,위니아에이드,"[위클리 마켓] 넥스트칩·코난테크, IPO 수요예측 돌입",neutral
165,지투파워,"IT 솔루션社 지투파워, 22~23일 일반 청약",neutral
166,지투파워,"[이번주 공모주]유진스팩8호·지투파워, 두 곳 일반 청약 진행",neutral
169,지투파워,"공모주시장 양극화 지속, 차분해진 3월 IPO시장",neutral
171,지투파워,"금리 불확실성 걷어낸 증시, 먹구름은 여전",negative
172,지투파워,"지투파워, 내달 상장…스마트그리드 전문기업으로 거듭난다",neutral
173,지투파워,"[IPO출사표]지투파워, '스마트솔루션' 내걸고 코스닥 도전",neutral
174,지투파워,"공모주 침체에 올해 상장철회 벌써 3곳, 다음주 청약 지투파워에 기대",positive
175,지투파워,IPO 시장 경색에 '고평가→흥행실패',negative
176,지투파워,[오늘의 증시] 한화손해보험ㆍLG유플러스ㆍ롯데정밀화학 등,neutral
177,지투파워,[3월19일자] 비즈니스포스트 아침의 주요기사,neutral
178,위니아에이드,"위니아에이드, 공모가 1만6200원 확정…신규 사업 투자 확대",positive
179,위니아에이드,"이번주 공모주 청약, 레이저쎌·보로노이·위니아에이드 3개사",neutral
180,위니아에이드,"위니아에이드, 공모가 상단 확정…수요예측 경쟁률 955대 1 기록",neutral
181,위니아에이드,"'유니콘 특례 1호' 보로노이, 공모가 4만원 확정…14일부터 청약 접수",neutral
184,위니아에이드,"[증권소식] KB자산운용, KBSTAR 국채선물3년 ETF 상장/레이저쎌·위니아에이드...",neutral
186,위니아에이드,범한퓨얼셀·레이저쎌 출격...유망업종 '긴급수혈'로 IPO 열기 꿈틀,negative
188,가온칩스,"가온칩스 ""시스템반도체 중심에서 디자인 외친다""",neutral
190,가온칩스,"[IPO 간담회] 가온칩스 ""시스템반도체 디자인 솔루션 기업 도약""",positive
191,가온칩스,"[톡톡IPO] ""시스템반도체 산업 중심 지향… 새로운 가치 창조할 것""",neutral
192,가온칩스,IPO 몰린 5월··· 치열할 눈치게임의 승자는?,neutral
194,가온칩스,"신규상장 시장, 4월 침묵 딛고 기지개 켤까",positive
195,가온칩스,韓 반도체 인재 가뭄…영입 전쟁·육성책 마련 '총력',negative
196,가온칩스,SK쉴더스 필두로 IPO 대어 수요예측 재개…고평가 논란 넘을까,neutral
197,가온칩스,"[장외시황] 지씨티세미컨덕터, 상장예비심사 청구서 제출…현대엔지니어링 1....",neutral
198,대명에너지,"'재도전' 대명에너지, 3~4일 일반청약",neutral
199,대명에너지,3일부터 대명에너지 공모주 청약 시작..수요예측·공모가 알아보니,neutral
201,대명에너지,그래도 공모주만 한 게 없더라…5월에도 '따상' 기업 나올까,neutral
203,대명에너지,"SK쉴더스 수요예측 출격, 5월 공모주시장 달아오른다",positive
205,대명에너지,"5월 공모주 시장, SK쉴더스로 반전 성공할까",neutral
206,대명에너지,[시그널] IPO 대어들 대거 출격에도…흥행은 '안갯속',negative
207,대명에너지,"'3조 대어' SK쉴더스 출격, IPO 분위기 반전할까",positive
208,청담글로벌,다음주 IPO 시장은? 청담글로벌 일반청약 진행,neutral
209,청담글로벌,"'흥행 실패' 청담글로벌, 공모가 낮추고 공모액 절반으로…""IPO 강행""",negative
211,청담글로벌,"[증권소식] 외국인, 올해 한국 주식 15조원 순매도/올 봄 상장 종목 5개 중 1...",negative
214,청담글로벌,‘헌트’ 정우성 “멋있는 이정재 덕분…한국배우 인기 실감”,positive
215,청담글로벌,윤곽 잡히는 긴축 강도…언제까지 계속될까,neutral
216,청담글로벌,"[지난주 건설·부동산 주요이슈] 서울아파트 10채 중 9채 ""6억원 이상""...'월...",neutral
217,청담글로벌,"[지난주 사건사고 주요이슈] 경찰 '가상화폐 루나' 대표 추적한 BJ 조사…檢,...",neutral
218,지투파워,"스마트그리드 IT 솔루션 전문 지투파워, 내달 코스닥 입성",neutral
219,지투파워,"원전용 전력설비 필수인증, 지투파워 Q클래스급 수배전반 제품출시 준비",neutral
220,지투파워,"지투파워, 원전용 전력설비 필수인증 Q클래스급 수배전반 제품출시 준비",neutral
221,지투파워,"지투파워, 스마트그리드 지능형 수배전반·태양광발전장치 생산확대 위해 공장...",neutral
222,지투파워,"[장외시황] 지투파워, 18일까지 수요예측 진행…한국코러스 52주 최저가",neutral
223,지투파워,"[IPO 간담회] 지투파워, ""스마트그리드 기반 IT 솔루션 기업 도약""",positive
224,지투파워,"[톡톡IPO] ""지속성장·기술혁신으로 스마트그리드 전문기업 될 것""",positive
225,지투파워,"[더벨]에이스톤벤처스의 선구안, 투자회사 대거 상장 눈앞",neutral
226,지투파워,공모주 혹한기에 양극화 심화···'대박' 아니면 '쪽박',negative
227,지투파워,"올해 IPO 시장 찬바람, 공모가 산정방식 바꿔야",neutral
228,영창케미칼,"약세장에 IPO 도전장 내는 반도체 '소부장' 기업들…""성장 위한 발판""",positive
229,영창케미칼,"[장외시황] 코난테크놀로지, 공모청약 시작… 한국코러스 52주 최저가",neutral
230,넥스트칩,"레이저쎌 위니아에이드 흥행에 공모주시장 훈훈, 다음주 넥스트칩 기대",positive
231,넥스트칩,[시그널] '블랙 프라이데이'에 범한퓨얼셀 20% 급등,negative
232,넥스트칩,[6월18일자] 비즈니스포스트 아침의 주요기사,neutral
233,에이치피에스피,"[주린이의 공모주] 영창케미칼·에이치피에스피, 공모 실시…화학소재·반도체...",neutral
235,에이치피에스피,"이번주 공모주 청약, 영창케미칼·에이치피에스피 2개사",neutral
236,에이치피에스피,[IPO워치] '소부장' 흥행 열기 이어갈까…코스닥 상장 도전장 '후끈',neutral
237,포바이포,“외출 전 카드 혜택 확인은 필수!” 일상 회복에 카드사 봄맞이 이벤트 봇물,neutral
242,비플라이소프트,이번 달 13개 공모주 청약 나선다…2월 이후 최다,neutral
243,비플라이소프트,6월 어떤 IPO 담을까…수소·차량용 반도체·AI 출격,neutral
244,가온칩스,"'반도체 디자인 솔루션' 가온칩스, 기관 수요예측 흥행",positive
245,가온칩스,"이번주 공모주 청약, 원스토어·가온칩스 등 4개사",neutral
248,가온칩스,[주린이의 공모주] 원스토어 등 알짜 IPO 이어진다…이번주 주목할 기업은?,neutral
249,가온칩스,"[투자의窓] SK쉴더스 상장철회 가온칩스는 공모가 상단초과, 엇갈린 전망속 원...",neutral
251,가온칩스,금리인상에 맥빠진 IPO 시장... '그래도 갈 곳은 간다',neutral
252,가온칩스,"원스토어·태림페이퍼, 증시서 SK쉴더스 빠진 자리 메운다",neutral
253,가온칩스,[코스피·코스닥 6일 주요 공시] 원익IPS 1분기 영업이익 220억원…9.2% ↓ 등,neutral
254,청담글로벌,"청담글로벌, 공모가 6천원 확정…밴드 하단 29% 하회",negative
255,청담글로벌,"청담글로벌 5월 공모주 잔혹사 못 피해, 상장 준비 컬리와 쓱닷컴 긴장",negative
256,청담글로벌,"""공모가 30% 낮춰 상장 진행""...다음달 3일 상장",negative
257,비플라이소프트,"[IPO] 비플라이소프트, 코스닥 이전 상장...""글로벌 미디어 오픈 플랫폼 도약...",neutral
258,비플라이소프트,"범한퓨얼셀 비플라이소프트 공모주 시장 출격, 한파 이겨내고 흥행할까",neutral
259,비플라이소프트,"비플라이소프트, ‘구독형 서비스 플랫폼 모델’ 통한 안정적인 수익화 전망",positive
261,비플라이소프트,"지지부진한 증시··· 상장 앞둔 IT 기업들, ‘어렵다 Vs 할 만하다’",negative
262,비플라이소프트,6월 IPO 리드오프 청담글로벌 첫날 흥행...후발주자들도 '촉각',neutral
263,비플라이소프트,"[DD 퇴근길] 지옥으로 가는 문, 모바일에 열렸다",neutral
264,비플라이소프트,"[특징주] 청담글로벌, 코스닥 입성 첫날 강세…공모가比 27.33%↑",positive
265,포바이포,"포바이포, 이달 코스닥 입성… 메타버스·VR 시장 정조준",neutral
266,포바이포,"산업단지공단, 지속 가능한 산업단지 방안 모색",neutral
267,포바이포,[위클리마켓] '토종 앱 마켓' 원스토어 수요예측 대기,neutral
268,포바이포,[4월16일자] 비즈니스포스트 아침의 주요기사,neutral
269,포바이포,[시그널] '품절주' 전략으로 흥행 노리는 공모주…SK쉴더스 물량 24%만 푼다,neutral
270,청담글로벌,"IPO 앞둔 청담글로벌, 이커머스 성장과 함께 간다",neutral
271,청담글로벌,MZ세대 껴안는 가구업계…팝업스토어 운영 붐,positive
272,세아메카닉스,"[시그널] 세아메카닉스, 일반청약서 9조 동원…경쟁률 2475.87대 1",neutral
273,세아메카닉스,세아메카닉스 IPO 흥행…청약 경쟁률 2475.87대 1,positive
274,세아메카닉스,"세아메카닉스, 일반 공모청약 경쟁율 2475대1 '흥행'…24일 첫 상장",positive
275,세아메카닉스,"세아메카닉스, 일반청약 증거금 9조원…경쟁률 2475.87대 1",neutral
276,세아메카닉스,"세아메카닉스, 청약 경쟁률 2,475대 1…증거금 9조 몰려",neutral
277,세아메카닉스,"[증권소식] 경제학자 80% ""노동시장 유연성 확대 필요""/케이옥션, 라인 넥스트...",neutral
278,세아메카닉스,공모주 최소청약단위 상향 움직임···한투 '20주' 이어 신한금투 '100주',neutral
279,세아메카닉스,"[IPO워치] 스팩 인기, 공모주 시장 훈풍 올까…3월 4주 IPO 전망은",neutral
280,세아메카닉스,"신한금투, IPO 시장 냉기 속 존재감 '두각'",positive
281,세아메카닉스,'LG엔솔 흥행 어디로'…따상 실종된 IPO,negative
282,공구우먼,"여성용 빅사이즈 전문기업 공구우먼, 3월말 코스닥 입성",neutral
283,공구우먼,"[IPO] 공구우먼 이달 상장...""라이프스타일 선도 브랜딩 전문기업 도약""",positive
284,공구우먼,플러스 사이즈 여성의류 쇼핑몰 '공구우먼' 3월 코스닥 입성,neutral
285,공구우먼,"[IPO] 공구우먼, 3월 코스닥 똑똑...""글로벌 시장서 브랜딩 전문기업으로 도약...",neutral
286,공구우먼,"김주영 공구우먼 대표 ""성장 키워드 '확장'…브랜드·시장·사업분야 확장할 ...",neutral
287,공구우먼,"플러스 사이즈 쇼핑몰 공구우먼, 이달 코스닥 상장",neutral
288,공구우먼,플러스 사이즈 여성의류 쇼핑몰 '공구우먼' 3월 코스닥 입성,neutral
289,공구우먼,[IPO 간담회] 플러스 사이즈 여성 위한 D2C 기업 '공구우먼',neutral
290,공구우먼,"[톡톡IPO] ""1세대 플러스 사이즈 의류기업…충성도 높은 고객 다수 확보""",positive
291,공구우먼,증시 부진에 IPO ‘꽁꽁’…“하반기 상장 나서는 기업 늘어날 듯”,negative
292,공구우먼,[미리보는 증시재료] 대선 관련株 변동성↑...우크라 불확실성 지속,negative
293,공구우먼,'우크라 쇼크' 상장철회연기 속출…IPO 시장 '춘래불사춘',neutral
294,비플라이소프트,수요예측 희비교차…비플라이소프트 ‘울고’ 범한퓨얼셀 ‘웃어’,negative
295,비플라이소프트,"'코스닥 이전 상장' 비플라이소프트, 수요예측 부진 만회할까",positive
296,비플라이소프트,"빅데이터 기업 비플라이소프트, 공모가 1만원 확정…10일까지 일반청약",neutral
297,비플라이소프트,"비플라이소프트, 수요예측 경쟁률 111대 1...공모금액 50% 줄여 IPO 강행",neutral
298,비플라이소프트,"[더벨][IPO 모니터]비플라이소프트, 공모가 1만원에 상장 '강행'",neutral
299,비플라이소프트,"범한퓨얼셀, 일반 청약 경쟁률 710대 1...증거금 7.6조",neutral
300,비플라이소프트,[주린이의 공모주] 수소 연료전지 vs 미디어 빅데이터 서비스 플랫폼,neutral
302,비플라이소프트,"""IPO 걸림돌 될라""…구주매출 없애는 기업들",positive
303,범한퓨얼셀,"범한퓨얼셀, 수요예측 경쟁률 751대 1 기록…공모가 4만원",neutral
304,범한퓨얼셀,[IPO워치] 이달 IPO 시장 북적…범한퓨얼셀·스팩에 쏠리는 관심,neutral
307,범한퓨얼셀,"범한산업, 두산메카텍 인수로 새로운 도약 기대",positive
308,범한퓨얼셀,"[금일 증권업계 주요기사] ""공매도 금지 대상 공표 불명확"" 감사원, 금융위에...",neutral
309,범한퓨얼셀,증시 반전 마중물 될까?…이달 IPO 4개월 만에 '최다' ,positive
310,범한퓨얼셀,"IPO 흥행 실패 청담글로벌, 상장 후 주가 65% 상승",positive
312,대명에너지,"결국 '데드라인' 넘긴 현대엔지니어링 ""또 사라진 대어""…혹한기 진입하는 IP...",neutral
313,가온칩스,소문난 잔치 그친 'IPO 슈퍼위크'... SK쉴더스·대명에너지 흥행 실패,negative
314,포바이포,"포바이포, 간만에 수요예측 흥행 성공…일반 청약 전략은? [김민석의 IPO브리...",positive
315,포바이포,"포바이포, 19~20일 청약…'메타버스 열풍' 업고 흥행 예고",positive
319,포바이포,커지는 긴축·인플레이션 공포…'박스피' 계속될까,negative
320,범한퓨얼셀,이번 달 13개 공모주 청약 나선다…2월 이후 최다,neutral
322,범한퓨얼셀,6월 어떤 IPO 담을까…수소·차량용 반도체·AI 출격,neutral
325,세아메카닉스,"[IPO돋보기]세아메카닉스, IPO 찬바람에도 흥행 이유있네",positive
326,세아메카닉스,"경북 구미 ㈜세아메카닉스, 이달 말 코스닥 상장",neutral
327,세아메카닉스,"[알려株5] 세아메카닉스, 다이캐스팅 적용 제품 분야 확대",positive
329,세아메카닉스,"[장외시황] 세아메카닉스, 16일까지 공모청약 진행…루닛 5주 최저가 기록",negative
330,세아메카닉스,[3월 공모주] 세아메카닉스 15~16일 공모주 청약...공모가·수요예측 경쟁률은...,neutral
331,세아메카닉스,"[N2 증시 풍향계] 국제유가 하락, 정유株도↓·세아메카닉스 공모가 '4400원'...",negative
333,세아메카닉스,"찬 바람 부는 공모주시장…기관, 공모가 책정 '깐깐'",negative
334,세아메카닉스,"세아메카닉스, 공모가 4400원 확정…경쟁률 1812대 1",neutral
335,세아메카닉스,"""세아메카닉스, 공모가 확정됐어요""..15일부터 시작, 경쟁률은?",neutral
336,세아메카닉스,"세아메카닉스, IPO 수요예측 높은 경쟁율 1812.83대1… “전기·수소차 사업 ...",positive
338,세아메카닉스,[주린이의 공모주] 플러스 사이즈 여성 패션 vs 전기차·디스플레이 부품,neutral
340,비플라이소프트,'수소 테마' 범한퓨얼셀·'미디어 빅데이터' 비플라이소프트 일반청약,neutral
341,비플라이소프트,"이번주 공모주 청약, 범한퓨얼셀·비플라이소프트 2개사",neutral
