,cor_name,cor_rate,obligation,market_type,listed_date,offer_price,sicho_p,profit_percent,first_p,sales,profit,shares_to_pub,sub_rate,pre_demand_day,subs_day,l_exp_offer_price,h_exp_offer_price,title,label
25,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"[증시캘린더]이번주(8월2주)에이치와티씨 상장, 쏘카 공모 등",0
26,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"출격하는 쏘카, 공모주 투심 되살릴까",0
27,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"22일 코스닥 상장 대성하이텍, 공모가 최상단 9000원 확정",0
28,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"이번주 공모주 청약, 쏘카·대성하이텍 등 2개사",0
29,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,[주린이의 공모주] 쏘카·대성하이텍 출격…투자자 선택은?,0
30,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"[증권소식] 메리츠증권, 상반기 순이익 4408억원...전년비 9.7%↑/대성하이텍...",1
31,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,[8월 둘째 주 공모주 일정] 대성하이텍·쏘카까지... 8월 둘째 주 공모주 한눈...,0
32,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"[더벨][IPO 모니터]대성하이텍, 공모자금으로 재무구조 개선 노린다",1
33,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,[이번주 증시 캘린더] 코스피 대어 쏘카 공모 청약…에이치와이티씨 신규상장,0
34,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,오늘의 증시 일정 (8월 9일),0
35,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"[박소현의 이슈 PICK UP] 네이버, 증권사 목표주가 하향에 부진. 네카오 상승...",2
36,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,오늘의 증시 메모[8월 9일],0
37,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"대성하이텍, 일반청약 시작… '소부장' 흥행 타고 신바람",1
38,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"[장외시황] 대성하이텍, 공모주 청약 시작…쏘카 상장 앞두고 6.98%↓",0
39,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,시장 한파에…성장기업 'IPO 자금조달' 급감,2
40,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,[공시줍줍]지주회사 주식 추가 매각한 SK 최재원 수석부회장,0
41,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"쏘카, 공모가 2.8만 원 확정…시총 9000억대로 [시그널]",0
42,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"수요예측 흥행 참패 쏘카, 하반기 공모주 시장에 '찬바람'",2
43,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,오늘의 증시 일정 (8월 10일),0
44,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"쏘카, 공모가 2.8만 원 확정…시총 9000억대로 [시그널]",0
45,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"(종합) 신한플레이, 8월 9일 자 '오늘의 OX퀴즈'와 '쏠퀴즈', '위드퀴즈'의 정...",0
46,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,오늘의 증시 메모[8월 10일],0
47,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"대성하이텍, 일반 청약증거금 4조원…쏘카, 첫날 경쟁률 3대1(종합)",0
48,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,공모청약에서도 인기 못 얻은 쏘카…첫날 청약증거금 고작 400억원,0
49,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"[더벨]신금투, 주관계약 '10년차' 대성하이텍 결실맺었다",0
50,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"[증권소식] 한양증권, 일자리 으뜸기업 선정/한투운용 ""친환경 자동차 ETF 1개...",0
51,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,유니콘 지고 ‘소부장’ 뜨고… 기업공개 달라졌다,0
52,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"수요 예측서 ‘흥행 실패’ 쏘카, 청약 첫날 경쟁률 3.3대 1 ‘선방’",1
53,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"쏘카, 일반청약 첫날 참패…증거금 400억 그쳐",2
54,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"[Invest]공모는 적게, IR은 오너가 직접...얼어붙은 IPO 시장에 몸 낮추는 기...",2
55,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"(종합) 신한플레이, 8월 10일 자 '오늘의 OX퀴즈'와 '쏠퀴즈', '위드퀴즈'의 ...",0
56,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,쏘카 수요예측 경쟁률 허수 논란···거래실적無 해외기관 주문이 '절반',2
57,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"대성하이텍, 수요예측 이어 일반청약도 '흥행'… 코스닥 입성 청신호",1
58,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,쏘카 청약 증거금 1834억 그쳐…경쟁률 14대1 수준(종합),0
59,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"'대성하이텍만도 못한' 쏘카 청약, 마켓컬리 상장은? [사자경제]",0
60,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,소부장 뜨고 유니콘 추락...고민 깊어지는 케이뱅크·컬리,0
61,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"쏘카, 일반 청약서도 부진...경쟁률 14대 1",2
62,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,'10주 청약' 사라지나···미래에셋·KB증권도 최소 20주로 상향,0
63,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"(영상)쏘카, 몸값 낮췄지만…일반청약도 흥행 참패",2
64,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,형보다 나은 아우… 코스닥 ETF 수익률 '짭짤',1
65,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"[Invest]쏘카, 일반청약 결과도 부진…경쟁률 약 14대 1",2
66,대성하이텍,1934.89,4.57,0,20220822,9000,13000,44.44,14600,112579,7412,0.78,1136.4,2022-08-04,2022-08-10,7400,9000,"쏘카, 일반 공모청약도 흥행 실패…증거금 규모 1843억원 그쳐",2
67,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"몸값 낮춘 쏘카, 코스피 입성 첫날 약세…공모가 밑돌아",2
68,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,몸값도 낮췄지만… 쏘카 상장 첫날 6% 넘게 하락,2
69,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[특징주]쏘카, 상장 첫날 약보합…공모가 하회",2
70,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"쏘카, 상장 첫날 공모가 하회…‘1조 원 클럽’ 입성도 실패",2
71,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"쏘카, 코스피 첫 거래서 공모가 하회…시총 1조 실패",0
72,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,'고평가 논란' 쏘카 결국 상장 첫날 6% 하락,2
73,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"'코스피 입성' 쏘카, 부진한 IPO 성적 극복할까… 증권가 전망은?",1
74,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[특징주] 쏘카, 증시 입성 첫날 약세…공모가 밑돌아",2
75,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"상장일에 주가 6% 급락한 쏘카...""K유니콘 어쩌나""",2
76,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,몸값 낮춘 쏘카 오늘 상장…시총 1조 '글쎄',2
77,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"쏘카 공모가, 이게 맞아? [서지혜의 SML]",0
78,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[단독]쏘카, 우리사주 청약률 고작 17%…수요예측도 흥행 실패 '고평가 논란'",2
79,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[급등주] 캠시스, 쏘카 코스닥 입성 기대감에 주가 상승",1
80,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"패기있게 출사표 던진 '쏘카', 회복하는 투심…향방은?",0
81,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"다음주 공모주 시장 쏘카 대성하이텍 동시 출격, 기대와 우려 교차",2
82,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,줄잇는 IPO 철회에도 강행하는 쏘카·컬리·케이뱅크 훈풍 불까,1
83,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[더벨][IPO 모니터]쏘카, 수요예측 '저조'…""밴드하단 방어 어려울듯""",2
84,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[ET라씨로] 캠시스, '자회사 CRRC와 MOU · 쏘카 코스닥 입성'에 주가 강세",2
85,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"외국인, 일주일째 '사자'…다음주 변곡점 있다 [증시프리즘]",2
86,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"예쁘고 넓은 르노코리아 XM3, 여행메이트로 제격",0
87,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,내가 따상할 상인가? 쏘카 청약 전략 알려드림 [근면한 월급],0
88,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"쏘카, IPO 기관 수요예측 흥행 실패 관측",2
89,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[주간특징주] '쎄보' 캠시스, 쏘카 공모 고평가에 35%↑",0
90,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,[주간증시전망] 美 인플레이션 감축법 통과 기대…미·중 갈등 고조는 하락 요...,2
91,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,[정다희의 Game Me] '오르긴 오르는데…',0
92,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,경북 5곳 역서 쏘카로 여행하면 대여료 80% 할인,0
93,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"“공모 철회 없다”는 쏘카, 수요예측 경쟁률 저조…상장 강행할까",2
94,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"하반기 IPO '가늠자' 쏘카, 수요예측 결과는? 이번주 공모청약",0
95,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"출격하는 쏘카, 공모주 투심 되살릴까",0
96,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,K벤처 투자 열풍도 꺾이나…토스·쏘카·컬리 등 줄줄이 IPO 연기 검토,0
97,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[증시캘린더]이번주(8월2주)에이치와티씨 상장, 쏘카 공모 등",0
98,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,기업기상도·주간 증시전망·추천종목·경제핵심 정리·눈길 가는 기사,0
99,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,[공시줍줍]공모주달력 8월 8~12일,0
100,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[DD주간브리핑] 美中 갈등 심화, 韓 경제 ‘노심초사’…윤 대통령, 이재용 부...",2
101,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,[영상] 영국은 벌써 탄소 절반을 줄였다? 비법이 궁금한 사람 모여라!,0
102,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[단독] 수요예측 부진에…쏘카, 공모가 2.8만 원선으로 낮추나",2
103,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"쏘카, 경북 KTX 역사 주변 대여료 80% 할인",0
104,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,7월도 IPO는 돈벌었다…8월엔 대성하이텍·쏘카 올라타볼까,0
105,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"이번주 공모주 청약, 쏘카·대성하이텍 등 2개사",0
106,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,‘쏘카’ 타고 경북여행하면 대여료 80% 할인,0
107,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,[주린이의 공모주] 쏘카·대성하이텍 출격…투자자 선택은?,0
108,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[더벨]IPO 앞둔 쏘카, 회계기준 위반 '경고'",2
109,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"(영상)배부른 쏘카, 벌써 대기업 행세?…투자자에 IR북도 공개 안해",0
110,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[증권소식] 수요예측 흥행 참패 쏘카, 상장 지속할까?/""에스티큐브, 7월 가장...",2
111,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,[8월 둘째 주 공모주 일정] 대성하이텍·쏘카까지... 8월 둘째 주 공모주 한눈...,0
112,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,[마켓PRO] 수요예측 흥행 실패한 쏘카…오히려 투자 기회?,2
113,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"[단독] 쏘카, 코스피 상장 강행…공모가 2.8만원 사실상 확정",0
114,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"쏘카, 공모가 2만8천원 확정",0
115,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,쏘카 공모가 2만8000원 확정…상장 후 시총 1조 밑돌아,0
116,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,희비 엇갈린 기관 수요예측… 쏘카 '울고' 대성하이텍 '웃고',2
117,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"수요예측 흥행 참패 쏘카, 하반기 공모주 시장에 '찬바람'",2
118,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,몸값 확 낮춘 쏘카...'할인 전략' 먹힐까,0
119,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,쏘카 공모가 2만8000원 확정…하반기 IPO 전망 '빨간불',2
120,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"쏘카, 상장 강행... 공모가‧공모물량 낮춰",0
121,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,쏘카의 이상한 몸값 계산법,0
122,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"쏘카, 청약 첫날 경쟁률 3대1 수준… 증거금 424억원",0
123,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,"대성하이텍, 일반 청약증거금 4조원…쏘카, 첫날 경쟁률 3대1(종합)",0
124,쏘카,56.07,0.17,1,20220822,28000,28000,0.0,26300,261824,-67745,1.0,14.4,2022-08-04,2022-08-11,34000,45000,[시그널] 쏘카의 부진…더 멀어진 마켓컬리 상장,2
